"Src","Eqid","Version","Datetime","Lat","Lon","Magnitude","Depth","NST","Region"
"426","nc","72101016","4","Monday, November  4, 2013 14:52:25 UTC",37.2573,-118.232,1.5,13.4,15,"Central California"
"427","ak","10837484","1","Monday, November  4, 2013 14:38:36 UTC",63.4813,-149.9881,1.9,100,20,"Central Alaska"
"428","nc","72101011","1","Monday, November  4, 2013 14:21:47 UTC",37.5253,-118.823,1.7,7,22,"Central California"
"429","pr","13308004","0","Monday, November  4, 2013 14:16:42 UTC",17.8705,-67.18,2.3,5,8,"Puerto Rico region"
"430","ak","10837479","2","Monday, November  4, 2013 13:45:41 UTC",57.9635,-151.7081,2.3,81.6,5,"Kodiak Island region, Alaska"
"431","ak","10837476","2","Monday, November  4, 2013 13:42:51 UTC",66.1315,-148.8739,1.4,2.3,7,"northern Alaska"
"432","ci","11387394","6","Monday, November  4, 2013 13:07:18 UTC",34.1337,-117.8985,1.4,13.2,27,"Greater Los Angeles area, California"
"433","nc","72101001","0","Monday, November  4, 2013 12:48:01 UTC",37.5255,-118.8243,1.3,7.4,15,"Central California"
"434","ci","11387386","4","Monday, November  4, 2013 12:45:51 UTC",35.6833,-117.6852,1.1,1.5,15,"Southern California"
"435","ak","10837467","1","Monday, November  4, 2013 11:57:55 UTC",62.3528,-149.5728,1.7,45.8,16,"Central Alaska"
"436","ci","11387370","6","Monday, November  4, 2013 11:56:31 UTC",33.6968,-116.8127,1.8,17.9,73,"Southern California"
"437","ak","10837464","1","Monday, November  4, 2013 11:31:38 UTC",60.0177,-142.3667,1.8,23.2,9,"Southern Alaska"
"438","uw","60622887","3","Monday, November  4, 2013 11:23:12 UTC",46.5342,-122.2915,1.1,12.2,45,"Washington"
"439","pr","13308006","0","Monday, November  4, 2013 11:22:24 UTC",18.0065,-67.0674,1.8,9,3,"Puerto Rico"
"440","ak","10837459","1","Monday, November  4, 2013 10:46:21 UTC",63.096,-149.2598,1.2,6.5,9,"Central Alaska"
"441","nc","72100986","0","Monday, November  4, 2013 10:42:43 UTC",38.8433,-122.768,1.2,1.8,11,"Northern California"
"442","ak","10837455","1","Monday, November  4, 2013 10:39:41 UTC",64.2001,-148.8919,1.2,18.1,4,"Central Alaska"
"443","uw","60622882","3","Monday, November  4, 2013 10:25:03 UTC",46.5315,-122.2942,1.4,12.4,47,"Washington"
"444","pr","13308005","0","Monday, November  4, 2013 10:20:54 UTC",19.298,-67.3515,3,18,9,"Puerto Rico region"
"445","ak","10837447","1","Monday, November  4, 2013 09:50:36 UTC",60.8295,-148.9745,2,21.4,14,"Kenai Peninsula, Alaska"
"446","ak","10837443","1","Monday, November  4, 2013 09:35:37 UTC",62.3652,-147.7202,1.3,18,6,"Central Alaska"
"447","nn","00428325","1","Monday, November  4, 2013 09:15:52 UTC",38.9469,-118.135,1.2,12,6,"Nevada"
"448","uu","60043582","2","Monday, November  4, 2013 08:49:09 UTC",44.25,-110.7983,1.4,2.8,8,"Yellowstone National Park, Wyoming"
"449","pr","13308003","0","Monday, November  4, 2013 08:16:37 UTC",18.0795,-68.1436,3,69,6,"Mona Passage, Dominican Republic"
"450","ak","10837437","1","Monday, November  4, 2013 08:04:41 UTC",61.7225,-150.0718,1.6,33.1,7,"Southern Alaska"
"451","nc","72100961","0","Monday, November  4, 2013 07:54:35 UTC",38.7425,-122.725,1,1.2,9,"Northern California"
"452","pr","13308002","0","Monday, November  4, 2013 07:46:05 UTC",18.0275,-67.1873,1,16,3,"Mona Passage, Puerto Rico"
"453","ak","10837431","1","Monday, November  4, 2013 07:34:34 UTC",61.0814,-145.7466,1.9,32.2,14,"Southern Alaska"
"454","nc","72100956","5","Monday, November  4, 2013 07:21:16 UTC",40.5923,-124.094,1.9,18.1,28,"Northern California"
"455","uu","60043572","2","Monday, November  4, 2013 07:15:55 UTC",44.6013,-110.4068,2.1,2.7,8,"Yellowstone National Park, Wyoming"
"456","nc","72100946","1","Monday, November  4, 2013 07:04:20 UTC",36.7702,-121.4895,2,4.7,33,"Central California"
"457","nn","00428372","1","Monday, November  4, 2013 06:39:16 UTC",36.7245,-116.3356,1.1,5.7,6,"Nevada"
"458","ci","11387322","4","Monday, November  4, 2013 06:38:18 UTC",34.0092,-117.1862,1.1,13.8,34,"Greater Los Angeles area, California"
"459","nc","72100936","1","Monday, November  4, 2013 06:29:01 UTC",38.8122,-122.7918,1.4,3.3,25,"Northern California"
"460","nc","72100926","0","Monday, November  4, 2013 06:12:57 UTC",35.997,-120.5628,2.5,0.9,7,"Central California"
"461","at","00mvq5vl","1","Monday, November  4, 2013 05:57:21 UTC",41.177,-126.837,5,10,38,"off the coast of Northern California"
"462","pr","13308001","0","Monday, November  4, 2013 05:46:59 UTC",18.107,-67.4022,2.2,34,4,"Mona Passage, Puerto Rico"
"463","ak","10837418","1","Monday, November  4, 2013 05:26:55 UTC",60.5037,-141.5252,1.9,9.7,18,"Southern Alaska"
"464","ak","10837411","1","Monday, November  4, 2013 04:55:35 UTC",60.8085,-149.919,1.2,32.7,4,"Kenai Peninsula, Alaska"
"465","uu","60043567","2","Monday, November  4, 2013 04:09:56 UTC",42.0075,-112.6203,1.6,3.4,16,"Utah"
"466","ak","10837403","2","Monday, November  4, 2013 03:45:09 UTC",53.412,-163.6557,3.2,24.6,14,"Unimak Island region, Alaska"
"467","nc","72100901","4","Monday, November  4, 2013 03:39:30 UTC",40.5457,-121.67,1.6,7.5,12,"Northern California"
"468","ak","10837394","2","Monday, November  4, 2013 02:55:36 UTC",61.1893,-150.8671,1.9,62.9,23,"Southern Alaska"
"469","ci","11387290","4","Monday, November  4, 2013 02:53:04 UTC",35.1468,-118.7402,1.6,1.6,18,"Central California"
"470","ak","10837389","1","Monday, November  4, 2013 02:49:18 UTC",63.5141,-149.0482,1.6,100,4,"Central Alaska"
"471","ak","10837385","1","Monday, November  4, 2013 02:45:00 UTC",61.9881,-151.0418,1.8,78.2,22,"Southern Alaska"
"472","uu","60043562","4","Monday, November  4, 2013 02:23:22 UTC",44.757,-110.8322,2.3,5.4,24,"Yellowstone National Park, Wyoming"
"473","nc","72100876","0","Monday, November  4, 2013 02:09:49 UTC",38.7447,-122.7265,1,1.6,10,"Northern California"
"474","ci","11387274","4","Monday, November  4, 2013 01:40:21 UTC",33.853,-117.8078,1.3,8.1,34,"Greater Los Angeles area, California"
"475","nc","72100866","1","Monday, November  4, 2013 01:30:18 UTC",38.8187,-122.8113,1.2,3.5,26,"Northern California"
"476","uw","60622792","2","Monday, November  4, 2013 01:29:14 UTC",46.5527,-122.3402,1.4,7,33,"Washington"
"477","pr","13308000","0","Monday, November  4, 2013 00:58:56 UTC",18.5223,-67.3983,2.6,15,9,"Puerto Rico region"
"478","ci","11387250","5","Monday, November  4, 2013 00:42:10 UTC",36.032,-117.7678,1.7,2.4,27,"Central California"
"479","ci","11387234","4","Monday, November  4, 2013 00:23:42 UTC",33.6382,-116.696,1.1,15.7,29,"Southern California"
"480","ci","11387226","4","Monday, November  4, 2013 00:22:59 UTC",34.2797,-118.4558,1.3,10.8,20,"Greater Los Angeles area, California"
"481","ak","10837338","2","Sunday, November  3, 2013 23:47:38 UTC",60.2753,-152.2806,1.4,81.7,21,"Southern Alaska"
"482","ak","10840347","2","Sunday, November  3, 2013 23:45:18 UTC",67.8578,-141.198,2.4,17.3,12,"northern Alaska"
"483","ak","10837336","3","Sunday, November  3, 2013 23:42:17 UTC",59.7788,-152.5793,2,85.4,38,"Southern Alaska"
"484","ak","10837335","2","Sunday, November  3, 2013 23:34:11 UTC",62.6515,-149.9753,1,70.8,15,"Central Alaska"
"485","ak","10840344","2","Sunday, November  3, 2013 23:28:42 UTC",60.3879,-139.5751,1.4,16.5,12,"Southern Yukon Territory, Canada"
"486","ak","10840343","2","Sunday, November  3, 2013 23:16:15 UTC",67.1035,-142.5976,2.7,9.8,9,"northern Alaska"
"487","ak","10837330","2","Sunday, November  3, 2013 22:53:24 UTC",60.1905,-152.0462,1.7,75.4,25,"Southern Alaska"
"488","ak","10840341","2","Sunday, November  3, 2013 22:46:18 UTC",53.3423,-163.581,2.5,25.5,11,"Unimak Island region, Alaska"
"489","nc","72100801","1","Sunday, November  3, 2013 22:24:25 UTC",40.1878,-121.0263,2.2,0,31,"Northern California"
"490","uw","60622747","1","Sunday, November  3, 2013 22:17:08 UTC",49.4468,-120.5008,2.2,0,12,"British Columbia, Canada"
"491","ak","10837320","2","Sunday, November  3, 2013 22:09:18 UTC",59.858,-151.0356,2.1,63,53,"Kenai Peninsula, Alaska"
"492","pr","13307007","0","Sunday, November  3, 2013 22:04:34 UTC",18.0279,-65.3981,2.2,18,4,"Puerto Rico region"
"493","ak","10840339","2","Sunday, November  3, 2013 22:00:00 UTC",63.1284,-150.8632,1.5,128.7,22,"Central Alaska"
"494","ci","11387194","2","Sunday, November  3, 2013 21:59:29 UTC",36.008,-118.0045,1,7.4,9,"Central California"
"495","ak","10840338","2","Sunday, November  3, 2013 21:36:56 UTC",60.4904,-141.4409,1.2,11.7,14,"Southern Alaska"
"496","ak","10837306","3","Sunday, November  3, 2013 21:33:49 UTC",53.3824,-163.5573,2.8,15.6,17,"Unimak Island region, Alaska"
"497","ak","10837301","2","Sunday, November  3, 2013 21:25:36 UTC",62.1303,-151.4006,1.6,85.4,30,"Central Alaska"
"498","nc","72100786","3","Sunday, November  3, 2013 21:23:45 UTC",39.6132,-123.4787,1.8,2.4,25,"Northern California"
"499","ci","11387186","4","Sunday, November  3, 2013 21:19:36 UTC",33.9473,-115.994,1.3,8.6,36,"Southern California"
"500","nc","72100776","0","Sunday, November  3, 2013 21:16:35 UTC",38.763,-122.9122,1.2,6.6,6,"Northern California"
"501","ci","11387178","6","Sunday, November  3, 2013 21:13:38 UTC",35.6755,-117.514,2.4,1.3,33,"Southern California"
"502","ak","10837294","2","Sunday, November  3, 2013 20:35:22 UTC",60.8375,-150.7189,1.6,46.1,32,"Kenai Peninsula, Alaska"
"503","ak","10837288","2","Sunday, November  3, 2013 20:09:48 UTC",63.3303,-147.0835,1.2,5.7,21,"Central Alaska"
"504","nc","72101831","2","Sunday, November  3, 2013 19:33:56 UTC",40.5475,-121.668,1,6.8,9,"Northern California"
"505","ci","11387170","5","Sunday, November  3, 2013 19:27:29 UTC",33.2112,-116.0625,1.9,8.3,59,"Southern California"
"506","nc","72100736","3","Sunday, November  3, 2013 19:01:49 UTC",40.5527,-121.6625,1.6,7.5,17,"Northern California"
"507","nc","72100731","0","Sunday, November  3, 2013 18:43:32 UTC",38.8372,-122.7988,1,2.5,17,"Northern California"
"508","nc","72100721","1","Sunday, November  3, 2013 18:38:12 UTC",38.8172,-122.7608,1.5,2.2,26,"Northern California"
"509","ak","10837269","1","Sunday, November  3, 2013 18:06:09 UTC",60.718,-141.8827,1.6,41.6,4,"Southern Alaska"
"510","ak","10837266","2","Sunday, November  3, 2013 17:52:54 UTC",54.0418,-166.4834,2.5,114.6,16,"Fox Islands, Aleutian Islands, Alaska"
"511","ak","10837260","3","Sunday, November  3, 2013 17:51:50 UTC",60.9645,-150.2733,3,42,73,"Kenai Peninsula, Alaska"
"512","ak","10837256","2","Sunday, November  3, 2013 17:42:19 UTC",62.2015,-145.6583,1.8,18.5,21,"Central Alaska"
"513","mb","29494","1","Sunday, November  3, 2013 17:40:36 UTC",45.5038,-112.4966,2.6,0,23,"western Montana"
"514","ak","10840330","2","Sunday, November  3, 2013 17:36:24 UTC",63.6117,-149.9232,1.3,114.5,19,"Central Alaska"
"515","ak","10837247","2","Sunday, November  3, 2013 17:29:07 UTC",63.1915,-150.0073,2.8,98.8,77,"Central Alaska"
"516","ci","11387138","5","Sunday, November  3, 2013 17:22:39 UTC",33.2657,-116.0017,1.2,5.9,32,"Southern California"
"517","ci","11387130","5","Sunday, November  3, 2013 17:03:19 UTC",33.2667,-115.9975,2.6,5.9,70,"Southern California"
"518","pr","13307004","0","Sunday, November  3, 2013 16:59:09 UTC",18.02,-66.2847,2.2,7,13,"Puerto Rico"
"519","ak","10837235","2","Sunday, November  3, 2013 16:44:47 UTC",61.6054,-148.2679,2.1,9.2,37,"Southern Alaska"
"520","ci","11387122","5","Sunday, November  3, 2013 16:42:28 UTC",33.2622,-115.9985,1.5,5,42,"Southern California"
"521","nc","72100686","1","Sunday, November  3, 2013 16:26:16 UTC",38.7728,-122.907,1.5,5.5,26,"Northern California"
"522","pr","13307006","0","Sunday, November  3, 2013 16:14:02 UTC",18.1495,-67.3421,2.2,14,8,"Mona Passage, Puerto Rico"
"523","nc","72100671","0","Sunday, November  3, 2013 16:02:55 UTC",38.7703,-122.9157,1.4,6,15,"Northern California"
"524","ak","10837225","2","Sunday, November  3, 2013 15:37:16 UTC",63.0828,-150.9942,1.6,124,18,"Central Alaska"
"525","ak","10837224","2","Sunday, November  3, 2013 15:31:39 UTC",62.1752,-149.611,1.3,62,22,"Central Alaska"
"526","nc","72100666","2","Sunday, November  3, 2013 15:29:07 UTC",40.5433,-121.6668,2.3,7.7,19,"Northern California"
"527","nc","72100661","4","Sunday, November  3, 2013 15:27:37 UTC",37.6142,-118.422,1.1,8.9,26,"Central California"
"528","hv","60586531","2","Sunday, November  3, 2013 15:24:36 UTC",19.3822,-155.239,2.1,2.8,42,"Island of Hawaii, Hawaii"
"529","ak","10840325","2","Sunday, November  3, 2013 15:19:00 UTC",61.5199,-146.5733,1.4,5.9,19,"Southern Alaska"
"530","ci","11387090","5","Sunday, November  3, 2013 15:18:01 UTC",33.7902,-118.3008,1.7,10.3,25,"Greater Los Angeles area, California"
"531","ak","10837214","3","Sunday, November  3, 2013 14:58:28 UTC",50.9645,-177.9307,3.1,25.7,15,"Andreanof Islands, Aleutian Islands, Alaska"
"532","ak","10837212","1","Sunday, November  3, 2013 14:56:30 UTC",59.4321,-140.513,1.9,17.3,6,"Southeastern Alaska"
"533","pr","13307003","0","Sunday, November  3, 2013 14:45:20 UTC",18.4158,-67.4022,2.7,19,8,"Mona Passage, Puerto Rico"
"534","hv","60586526","1","Sunday, November  3, 2013 14:37:59 UTC",20.1308,-155.7858,2.5,24.4,36,"Hawaii region, Hawaii"
"535","hv","60586521","2","Sunday, November  3, 2013 14:17:58 UTC",19.3775,-155.2333,2.2,3.4,43,"Island of Hawaii, Hawaii"
"536","ak","10837206","2","Sunday, November  3, 2013 14:02:06 UTC",61.1443,-150.6868,1.2,16.7,21,"Southern Alaska"
"537","ak","10840321","2","Sunday, November  3, 2013 13:57:08 UTC",62.1367,-150.1684,1.2,14.8,14,"Central Alaska"
"538","ak","10837202","2","Sunday, November  3, 2013 13:23:15 UTC",64.5887,-149.7791,1.4,14.7,21,"Central Alaska"
"539","pr","13307002","0","Sunday, November  3, 2013 13:18:37 UTC",17.8901,-67.0065,2.8,17,15,"Puerto Rico region"
"540","nc","72100641","4","Sunday, November  3, 2013 13:08:05 UTC",40.8275,-122.1368,1.6,13.3,14,"Northern California"
"541","nc","72100636","1","Sunday, November  3, 2013 12:47:34 UTC",36.6407,-121.2575,2.1,7.1,30,"Central California"
"542","nc","72100631","1","Sunday, November  3, 2013 12:45:20 UTC",38.8172,-122.795,1.4,3.2,32,"Northern California"
"543","ak","10837195","2","Sunday, November  3, 2013 12:39:18 UTC",60.4914,-141.4212,1.5,11.8,15,"Southern Alaska"
"544","ak","10837190","1","Sunday, November  3, 2013 12:37:52 UTC",59.947,-141.7926,1.6,15,6,"Southeastern Alaska"
"545","ak","10837188","2","Sunday, November  3, 2013 12:16:11 UTC",51.7894,-177.6152,2.5,72.4,13,"Andreanof Islands, Aleutian Islands, Alaska"
"546","ak","10837185","2","Sunday, November  3, 2013 12:09:47 UTC",59.8288,-152.717,2.2,83,49,"Southern Alaska"
"547","ak","10840316","2","Sunday, November  3, 2013 12:07:29 UTC",60.4963,-141.4203,1.4,9.4,17,"Southern Alaska"
"548","ak","10837182","2","Sunday, November  3, 2013 12:04:24 UTC",53.4112,-163.6759,2.8,25.1,13,"Unimak Island region, Alaska"
"549","ak","10837181","2","Sunday, November  3, 2013 11:55:35 UTC",61.0301,-151.3938,1.4,72.1,21,"Southern Alaska"
"550","pr","13307005","0","Sunday, November  3, 2013 11:48:40 UTC",17.947,-66.2841,1.6,10,5,"Puerto Rico"
"551","ci","11387050","5","Sunday, November  3, 2013 11:36:38 UTC",32.8953,-116.401,1.2,14.3,31,"Southern California"
"552","ak","10837172","2","Sunday, November  3, 2013 11:35:49 UTC",60.0052,-153.0628,2.8,109.2,88,"Southern Alaska"
"553","pr","13307001","0","Sunday, November  3, 2013 11:34:02 UTC",17.982,-66.2863,2.3,9,11,"Puerto Rico"
"554","ak","10837155","2","Sunday, November  3, 2013 11:09:08 UTC",62.5144,-149.2541,1.4,10,20,"Central Alaska"
"555","ak","10840311","2","Sunday, November  3, 2013 10:46:48 UTC",62.3864,-153.5265,1.5,4.5,15,"Central Alaska"
"556","uu","60043492","2","Sunday, November  3, 2013 10:11:56 UTC",44.1708,-110.1982,1.5,6.4,12,"Yellowstone National Park, Wyoming"
"557","ak","10837139","2","Sunday, November  3, 2013 10:02:19 UTC",62.4746,-149.7916,2.2,59.4,35,"Central Alaska"
"558","ak","10837135","3","Sunday, November  3, 2013 09:59:44 UTC",51.746,-175.1214,2.2,39.9,15,"Andreanof Islands, Aleutian Islands, Alaska"
"559","ak","10837137","2","Sunday, November  3, 2013 09:57:13 UTC",51.3095,-177.0412,1.7,13.1,10,"Andreanof Islands, Aleutian Islands, Alaska"
"560","ak","10837133","2","Sunday, November  3, 2013 09:56:49 UTC",60.5787,-143.0219,1,10.3,12,"Southern Alaska"
"561","ak","10840306","2","Sunday, November  3, 2013 09:54:01 UTC",62.729,-149.5193,1,17.1,16,"Central Alaska"
"562","ak","10837126","2","Sunday, November  3, 2013 09:37:11 UTC",63.2997,-149.6932,1.7,99.1,29,"Central Alaska"
"563","ak","10840304","2","Sunday, November  3, 2013 09:36:09 UTC",60.1133,-152.8185,1.8,109.9,21,"Southern Alaska"
"564","ak","10837119","2","Sunday, November  3, 2013 08:55:42 UTC",61.7702,-148.6358,1.8,30.9,26,"Southern Alaska"
"565","ak","10837120","2","Sunday, November  3, 2013 08:52:38 UTC",53.3756,-163.6017,2.8,25.1,11,"Unimak Island region, Alaska"
"566","ak","10837117","3","Sunday, November  3, 2013 08:50:12 UTC",53.4676,-163.7601,3.1,17.4,19,"Unimak Island region, Alaska"
"567","ak","10837115","2","Sunday, November  3, 2013 08:39:04 UTC",61.1409,-147.0387,1.6,0,9,"Southern Alaska"
"568","ak","10837111","2","Sunday, November  3, 2013 08:27:41 UTC",62.191,-150.066,1.1,7,17,"Central Alaska"
"569","nc","72100561","4","Sunday, November  3, 2013 08:17:08 UTC",40.4707,-121.5203,1.8,5.3,14,"Lassen Peak area, California"
"570","nc","72100556","0","Sunday, November  3, 2013 08:16:14 UTC",38.8062,-122.7783,1.4,0,16,"Northern California"
"571","ak","10840298","2","Sunday, November  3, 2013 08:03:50 UTC",63.2322,-149.9034,1.1,86.6,16,"Central Alaska"
"572","ak","10840296","2","Sunday, November  3, 2013 07:50:05 UTC",60.4882,-141.4206,1,8.8,12,"Southern Alaska"
"573","ak","10840295","2","Sunday, November  3, 2013 07:41:25 UTC",63.792,-148.3848,1.1,105.1,14,"Central Alaska"
"574","ci","11386994","5","Sunday, November  3, 2013 07:35:43 UTC",34.7072,-116.2962,2,2,23,"Southern California"
"575","nc","72100546","1","Sunday, November  3, 2013 07:16:17 UTC",38.802,-122.8188,1.5,3.1,32,"Northern California"
"576","ak","10837094","2","Sunday, November  3, 2013 07:12:20 UTC",53.4129,-163.6354,3.4,27.7,23,"Unimak Island region, Alaska"
"577","ak","10837092","3","Sunday, November  3, 2013 07:04:46 UTC",52.303,-169.3798,3.5,11.4,18,"Fox Islands, Aleutian Islands, Alaska"
"578","uw","60039313","2","Sunday, November  3, 2013 07:04:12 UTC",47.2687,-124.2988,1.5,21.8,19,"offshore Washington"
"579","nc","72100536","1","Sunday, November  3, 2013 06:57:18 UTC",38.8347,-122.8073,2,1.7,34,"Northern California"
"580","ak","10837082","2","Sunday, November  3, 2013 06:50:15 UTC",62.6847,-149.6313,1.5,67.7,33,"Central Alaska"
"581","nc","72100526","4","Sunday, November  3, 2013 06:47:22 UTC",40.471,-121.5203,1.4,5.1,9,"Lassen Peak area, California"
"582","ak","10837074","2","Sunday, November  3, 2013 06:37:03 UTC",60.4805,-141.5229,2,14.6,31,"Southern Alaska"
"583","ak","10837068","2","Sunday, November  3, 2013 06:25:41 UTC",60.4833,-141.4907,1.6,7.9,26,"Southern Alaska"
"584","nn","00428283","1","Sunday, November  3, 2013 06:19:56 UTC",38.5288,-118.2175,1.3,8.4,11,"Nevada"
"585","ak","10837059","3","Sunday, November  3, 2013 06:16:18 UTC",60.4856,-141.4559,3.4,12.1,78,"Southern Alaska"
"586","se","110313a","A","Sunday, November  3, 2013 06:07:11 UTC",32.9361,-80.1478,1.9,4.5,4,"South Carolina"
"587","ak","10837054","2","Sunday, November  3, 2013 06:04:00 UTC",60.4847,-141.5105,1,17.2,12,"Southern Alaska"
"588","ak","10837047","2","Sunday, November  3, 2013 05:59:58 UTC",60.498,-141.4973,2.3,2.4,31,"Southern Alaska"
"589","uw","60622587","1","Sunday, November  3, 2013 05:59:11 UTC",41.7323,-124.9238,2.4,2.5,10,"offshore Northern California"
"590","ak","10837044","2","Sunday, November  3, 2013 05:47:59 UTC",52.1989,-173.4764,2.5,80.5,10,"Andreanof Islands, Aleutian Islands, Alaska"
"591","ak","10840284","2","Sunday, November  3, 2013 05:43:27 UTC",60.4894,-141.4357,1.2,11.3,14,"Southern Alaska"
"592","ak","10837037","2","Sunday, November  3, 2013 05:40:26 UTC",60.7425,-150.7663,1.7,53.6,32,"Kenai Peninsula, Alaska"
"593","ak","10837030","2","Sunday, November  3, 2013 05:31:39 UTC",63.2312,-151.9169,1.7,1.8,19,"Central Alaska"
"594","uu","60043482","4","Sunday, November  3, 2013 05:23:49 UTC",44.7545,-110.8273,1.7,5.5,20,"Yellowstone National Park, Wyoming"
"595","ak","10840281","2","Sunday, November  3, 2013 05:07:14 UTC",60.4836,-141.438,1,9.1,10,"Southern Alaska"
"596","ak","10840280","2","Sunday, November  3, 2013 05:04:14 UTC",60.4942,-141.4624,1,17.1,11,"Southern Alaska"
"597","ak","10837021","2","Sunday, November  3, 2013 04:57:43 UTC",60.4772,-141.5014,2,13.4,34,"Southern Alaska"
"598","ak","10837007","3","Sunday, November  3, 2013 04:44:07 UTC",55.4029,-162.1551,4.3,144.5,90,"Alaska Peninsula"
"599","nc","72100471","1","Sunday, November  3, 2013 04:44:02 UTC",38.838,-122.8408,1.3,2.4,23,"Northern California"
"600","ci","11386970","5","Sunday, November  3, 2013 04:35:16 UTC",34.0207,-116.5848,2.5,11.3,79,"Southern California"
"601","ak","10837004","2","Sunday, November  3, 2013 04:26:52 UTC",51.4007,-175.6282,2.3,25.5,14,"Andreanof Islands, Aleutian Islands, Alaska"
"602","ak","10836998","2","Sunday, November  3, 2013 04:08:59 UTC",61.8315,-149.564,1.6,40,32,"Southern Alaska"
"603","nc","72100446","0","Sunday, November  3, 2013 03:56:07 UTC",35.554,-120.7865,1.3,7.7,14,"Central California"
"604","ak","10840275","2","Sunday, November  3, 2013 03:25:43 UTC",63.165,-151.4491,1,13,15,"Central Alaska"
"605","nc","72100436","3","Sunday, November  3, 2013 03:23:26 UTC",40.472,-121.5185,1.2,4.9,10,"Lassen Peak area, California"
"606","nm","110413b","A","Sunday, November  3, 2013 03:20:18 UTC",35.9371,-91.287,2.1,10.9,7,"Arkansas"
"607","pr","13307000","0","Sunday, November  3, 2013 03:02:17 UTC",19.1128,-66.511,2.9,42,7,"Puerto Rico region"
"608","ci","11386954","4","Sunday, November  3, 2013 02:19:08 UTC",33.9635,-116.6752,1,12.1,29,"Southern California"
"609","uu","60043472","4","Sunday, November  3, 2013 01:50:14 UTC",44.546,-110.9777,1.2,14.2,14,"Yellowstone National Park, Wyoming"
"610","ci","37163245","2","Sunday, November  3, 2013 01:29:11 UTC",35.8933,-118.6542,1.1,8.9,6,"Central California"
"611","uu","60043467","4","Sunday, November  3, 2013 00:59:50 UTC",38.9607,-111.4057,1.5,1.6,13,"Utah"
"612","nc","72100416","4","Sunday, November  3, 2013 00:57:47 UTC",38.6922,-122.9307,1.2,5,48,"Northern California"
"613","ak","10836978","2","Sunday, November  3, 2013 00:41:18 UTC",63.4411,-148.2652,1.4,3.4,24,"Central Alaska"
"614","nm","110413a","A","Sunday, November  3, 2013 00:35:25 UTC",36.5263,-89.5882,1.4,8,14,"southeastern Missouri"
"615","ak","10836969","2","Sunday, November  3, 2013 00:24:34 UTC",62.2794,-149.2622,1.8,46.6,36,"Central Alaska"
"616","ak","10836968","2","Sunday, November  3, 2013 00:07:19 UTC",59.9323,-138.3891,1.8,4.4,17,"Southeastern Alaska"
"617","ak","10836960","2","Saturday, November  2, 2013 23:48:11 UTC",63.3615,-150.0832,1.4,7,20,"Central Alaska"
"618","ak","10836952","1","Saturday, November  2, 2013 23:30:26 UTC",61.6539,-146.4195,1.8,9.8,20,"Southern Alaska"
"619","ak","10836948","1","Saturday, November  2, 2013 23:27:43 UTC",62.8928,-150.6844,1.9,83.2,26,"Central Alaska"
"620","uw","60039413","2","Saturday, November  2, 2013 23:18:20 UTC",48.164,-122.6922,1.2,34.1,15,"Puget Sound region, Washington"
"621","ak","10840504","2","Saturday, November  2, 2013 22:57:50 UTC",61.9341,-150.2738,1.2,33.2,9,"Southern Alaska"
"622","ak","10840503","2","Saturday, November  2, 2013 22:56:58 UTC",59.8046,-152.6491,2.1,93,13,"Southern Alaska"
"623","ak","10836932","1","Saturday, November  2, 2013 22:42:28 UTC",62.9935,-150.7901,2.2,100,37,"Central Alaska"
"624","ak","10836917","2","Saturday, November  2, 2013 22:32:10 UTC",53.4748,-163.6635,5.2,37,41,"Unimak Island region, Alaska"
"625","nc","72100371","1","Saturday, November  2, 2013 22:22:14 UTC",36.8017,-121.2722,1.9,10,36,"Central California"
"626","nc","72100351","1","Saturday, November  2, 2013 22:10:38 UTC",35.582,-120.7765,1.5,4.5,22,"Central California"
"627","ak","10836906","1","Saturday, November  2, 2013 22:00:08 UTC",63.9454,-147.5878,1.3,21,15,"Central Alaska"
"628","uu","60043442","2","Saturday, November  2, 2013 21:54:53 UTC",38.968,-111.441,1.4,3.1,5,"Utah"
"629","ak","10836900","1","Saturday, November  2, 2013 21:41:48 UTC",60.4915,-143.7207,1.6,0.2,13,"Southern Alaska"
"630","hv","60586321","2","Saturday, November  2, 2013 21:18:30 UTC",19.4175,-155.26,1.8,2.6,24,"Island of Hawaii, Hawaii"
"631","nn","00428265","1","Saturday, November  2, 2013 21:15:30 UTC",36.626,-115.5768,1,0,8,"Nevada"
"632","ak","10836893","2","Saturday, November  2, 2013 21:14:57 UTC",61.9868,-153.7279,1.5,55.8,3,"Southern Alaska"
"633","nc","72100316","1","Saturday, November  2, 2013 20:57:01 UTC",38.822,-122.7973,1.6,3.1,34,"Northern California"
"634","ak","10836884","1","Saturday, November  2, 2013 20:53:12 UTC",61.6143,-151.559,1.1,76,4,"Southern Alaska"
"635","hv","60586311","1","Saturday, November  2, 2013 20:47:51 UTC",19.4468,-155.285,1.9,1.5,16,"Island of Hawaii, Hawaii"
"636","nn","00428260","1","Saturday, November  2, 2013 20:47:09 UTC",40.0643,-119.6715,1.8,0,16,"Nevada"
"637","nc","72100291","5","Saturday, November  2, 2013 20:30:39 UTC",40.4708,-121.523,2.3,5.1,22,"Lassen Peak area, California"
"638","ak","10836875","1","Saturday, November  2, 2013 20:26:23 UTC",63.9136,-147.3873,1.6,0,19,"Central Alaska"
